area,perimeter,major_axis_length,minor_axis_length,eccentricity,convex_area,extent,variety
14675,493.928986,199.233627,95.683365,0.877128,15317,0.616856,cammeo
12070,444.454987,183.939468,85.080711,0.886595,12400,0.681921,osmancik
12103,446.080994,181.4711,86.551872,0.878933,12444,0.574691,osmancik
11635,449.30899,197.570648,75.258141,0.924609,11842,0.521889,osmancik
10061,393.382996,160.876907,80.609329,0.865411,10242,0.620054,osmancik
12840,454.404999,184.815186,89.921623,0.873653,13185,0.726655,osmancik
10192,404.182007,171.132553,76.474449,0.894598,10346,0.610592,osmancik
12198,432.027008,176.995438,88.567688,0.865797,12400,0.749493,osmancik
11329,414.617004,168.913498,86.121758,0.860259,11540,0.784122,osmancik
13270,459.865997,188.893372,90.749847,0.877034,13507,0.599449,osmancik
12878,459.604004,192.172272,85.956688,0.894389,13213,0.576248,cammeo
12495,454.792999,186.776627,86.492714,0.886316,12774,0.750315,osmancik
12058,445.828003,184.828018,84.497032,0.889382,12308,0.704816,osmancik
13925,478.290009,196.574768,91.431145,0.885247,14323,0.66278,cammeo
16603,513.52301,213.520264,99.961533,0.883644,16922,0.608905,cammeo
11860,432.05899,174.313828,88.154984,0.862694,12140,0.710861,osmancik
11221,418.561005,168.142502,85.764854,0.860131,11455,0.76772,osmancik
14467,498.623993,213.595627,86.999992,0.913289,14857,0.740758,cammeo
15603,511.743988,211.104202,95.439987,0.891968,16021,0.580512,cammeo
11619,432.45401,178.341507,83.913452,0.882389,11824,0.76764,osmancik
11604,433.117004,175.141815,86.719315,0.868815,12006,0.682588,osmancik
13468,475.39801,199.753586,87.04467,0.900063,13817,0.570074,cammeo
11929,436.863007,177.189545,86.988068,0.871198,12230,0.693547,osmancik
14412,490.324005,207.476135,89.689514,0.901735,14703,0.598853,cammeo
13677,494.63501,219.599564,79.63166,0.931936,13936,0.532096,cammeo
13682,488.899994,199.559692,89.442215,0.893934,14457,0.599667,cammeo
10882,411.746002,168.959473,83.181473,0.870416,11033,0.754019,osmancik
13909,488.708008,206.351852,86.975632,0.906832,14362,0.543342,cammeo
10557,412.667999,168.808578,80.592712,0.878675,10778,0.616071,osmancik
13066,458.261993,186.345856,90.901459,0.87295,13315,0.614813,osmancik
15373,522.210999,229.493729,86.341568,0.926528,15757,0.671603,cammeo
15308,513.98999,219.467911,90.023933,0.911999,15720,0.763263,cammeo
11879,446.143005,187.910233,81.590919,0.900816,12095,0.652692,osmancik
13560,479.199005,197.558029,88.772285,0.893357,14033,0.691766,cammeo
11145,420.315002,169.132339,85.589226,0.862505,11364,0.77128,osmancik
14961,502.908997,215.192505,89.231422,0.909977,15218,0.675318,cammeo
15105,503.291992,215.582672,89.796677,0.909122,15327,0.600477,cammeo
12483,437.402008,173.491974,92.704338,0.845267,12767,0.775342,osmancik
12188,441.28299,181.477249,86.317688,0.87964,12364,0.601461,osmancik
14686,503.690002,212.258682,89.783691,0.906133,15003,0.552147,cammeo
13022,467.076996,194.754089,86.676399,0.895503,13355,0.596245,cammeo
11559,435.184998,178.782074,83.545471,0.884097,11796,0.666378,osmancik
10443,406.528992,164.568375,81.95932,0.867162,10722,0.77184,osmancik
10870,414.278015,164.704407,85.405785,0.855053,11183,0.661595,osmancik
10792,416.628998,171.381805,81.65258,0.879209,11037,0.593685,osmancik
11665,435.705994,182.751892,81.973198,0.893758,11895,0.645903,osmancik
13045,446.006012,174.689774,96.456017,0.833741,13351,0.632792,osmancik
14265,480.927002,200.188446,91.480537,0.889481,14627,0.754562,cammeo
16053,523.840027,220.913773,93.891678,0.905186,16496,0.747973,cammeo
12310,438.161987,177.798431,89.226028,0.864962,12528,0.785878,osmancik
12927,453.015015,184.323792,89.861305,0.873112,13196,0.736917,cammeo
11191,431.057007,184.311676,78.078064,0.90584,11358,0.785885,osmancik
10702,409.265991,160.70015,85.870316,0.845263,10990,0.686026,osmancik
15904,511.022003,214.350555,96.212097,0.893605,16248,0.717852,cammeo
15681,507.696991,207.024506,97.758484,0.881488,16088,0.692501,cammeo
14284,499.915009,213.166061,86.926155,0.913077,14678,0.704582,cammeo
14542,490.145996,208.429932,89.257576,0.903666,14747,0.554129,cammeo
14105,496.227997,209.275421,86.941948,0.909619,14567,0.603707,cammeo
13434,483.36499,204.568024,84.155998,0.911462,13773,0.722258,cammeo
10767,428.35199,181.782303,75.896065,0.908672,11002,0.699156,osmancik
12004,449.035004,186.648529,83.413269,0.894584,12417,0.758115,cammeo
12688,466.838013,193.786667,84.371704,0.900245,12956,0.601898,cammeo
16862,519.471008,219.659958,98.391571,0.89407,17104,0.612273,cammeo
11003,417.05899,168.234329,85.018974,0.862908,11270,0.611278,osmancik
11243,430.933014,179.999664,81.031754,0.892939,11524,0.738942,osmancik
13621,473.898987,198.845871,88.428688,0.895675,13989,0.608461,cammeo
11625,437.359985,186.708145,79.723778,0.904253,11830,0.72187,cammeo
14424,497.769989,210.743103,88.517097,0.907513,14920,0.558204,cammeo
10536,397.498993,160.967911,83.698685,0.854184,10711,0.675385,osmancik
12203,442.60199,184.236435,85.572021,0.88559,12418,0.799044,osmancik
11639,432.386993,178.694855,83.954514,0.882762,11940,0.593584,osmancik
14202,485.937988,202.614059,90.650284,0.894332,14640,0.561766,cammeo
14227,490.503998,206.491318,88.691719,0.903058,14529,0.687129,cammeo
10344,406.188995,169.366653,78.963684,0.884664,10533,0.717437,osmancik
11757,441.242004,182.595856,82.916397,0.890952,11967,0.60172,osmancik
9236,394.341003,160.928894,74.24968,0.887202,9465,0.577394,osmancik
14838,500.161987,211.982544,90.946571,0.903291,15165,0.786411,cammeo
11049,412.813995,169.619736,83.396362,0.870784,11244,0.792384,osmancik
12339,435.937012,173.02742,92.289864,0.845874,12646,0.737493,osmancik
12192,428.592987,172.949585,90.531189,0.852054,12383,0.740525,osmancik
15559,514.278992,221.11908,90.463837,0.912481,15903,0.775778,cammeo
14368,491.562988,211.297073,87.208015,0.910855,14596,0.624424,cammeo
14966,499.638,205.474823,93.381622,0.890763,15387,0.58143,cammeo
12213,450.218994,188.316788,83.71769,0.89575,12447,0.717989,osmancik
10908,414.997009,174.449158,80.564186,0.886973,11062,0.754983,osmancik
11734,430.279999,181.887299,82.555023,0.891063,11875,0.799428,osmancik
10208,394.529999,161.667236,81.416702,0.863933,10361,0.660969,osmancik
15216,500.368011,208.228424,94.302582,0.891571,15558,0.573043,cammeo
12261,443.281006,183.636932,86.095299,0.883286,12507,0.717018,osmancik
9963,410.084015,171.168457,75.231483,0.898234,10251,0.719298,osmancik
10761,429.018005,183.567108,75.227852,0.91217,11031,0.578797,cammeo
10650,407.161011,165.619995,83.147491,0.864846,10851,0.6155,osmancik
10388,400.591003,166.185806,80.093735,0.876197,10536,0.670194,osmancik
15232,508.816986,216.762909,90.633087,0.908391,15603,0.590823,cammeo
12410,463.48999,195.171494,82.360306,0.906601,12849,0.564091,cammeo
11872,429.537994,180.083862,84.377541,0.883439,12041,0.640449,osmancik
14525,487.216003,206.450119,90.843857,0.897984,14798,0.593342,cammeo
17048,525.538025,219.488586,99.734299,0.890801,17318,0.692333,cammeo
9431,383.959015,159.655945,75.795723,0.880124,9556,0.775576,osmancik
15569,504.753998,214.506775,93.197159,0.900685,15815,0.773039,cammeo
11928,432.52301,171.019531,90.066017,0.850087,12195,0.634873,osmancik
12752,462.359985,190.734177,86.671761,0.890792,13112,0.628425,cammeo
11293,424.623993,178.363419,81.414047,0.889749,11473,0.746102,osmancik
14658,477.117004,189.566635,99.99778,0.849551,15048,0.649504,osmancik
11153,426.55899,178.850006,80.414101,0.893221,11371,0.728383,osmancik
12675,456.572998,186.806824,88.423782,0.880878,13098,0.613861,osmancik
11458,418.859985,169.072662,87.521446,0.855589,11668,0.757804,osmancik
12914,464.179993,182.701553,91.955093,0.864107,13385,0.643512,osmancik
14839,504.084015,211.369598,91.347641,0.901792,15274,0.626382,cammeo
10534,409.625,167.988205,80.673775,0.87714,10753,0.609607,osmancik
9571,388.59201,160.936584,76.438774,0.880006,9720,0.637429,osmancik
12324,465.669006,198.521713,80.216515,0.914728,12557,0.641674,osmancik
11255,442.618011,189.496841,76.365181,0.915205,11500,0.775351,osmancik
10144,416.151001,173.665817,75.354706,0.900958,10414,0.5704,osmancik
11923,434.420013,182.193573,84.140846,0.886973,12086,0.600958,osmancik
10964,412.821991,168.77948,83.76622,0.868148,11118,0.746053,osmancik
10187,409.356995,170.063614,77.550865,0.889974,10391,0.685393,osmancik
12784,448.346985,186.11673,88.228851,0.880497,12937,0.60473,osmancik
10898,414.811005,170.235336,82.553139,0.87455,11094,0.602732,osmancik
11895,429.395996,179.251862,85.53614,0.878803,12072,0.790628,osmancik
10260,417.0,172.993561,76.907692,0.895744,10527,0.588235,osmancik
10943,412.061005,169.890259,82.8293,0.873097,11132,0.741396,osmancik
12249,438.902008,181.725555,86.364891,0.879851,12428,0.62751,osmancik
11543,431.763,179.598114,82.522583,0.888186,11786,0.602642,osmancik
13675,478.606995,194.802917,90.322166,0.886014,14146,0.58142,cammeo
14994,508.307007,215.569809,89.619881,0.909486,15246,0.550764,cammeo
14180,485.17099,204.107178,89.360779,0.899066,14471,0.619809,cammeo
13308,464.132996,196.24231,87.260895,0.8957,13486,0.597522,osmancik
14874,487.503998,204.913391,92.889206,0.891353,15065,0.614476,cammeo
13627,476.989014,201.194519,86.952255,0.901787,13926,0.780559,cammeo
11379,438.164001,182.200089,80.886665,0.896054,11735,0.594142,osmancik
11342,440.199005,188.070847,77.186111,0.911901,11532,0.578555,osmancik
12071,438.700012,178.784607,87.50312,0.872041,12437,0.64537,osmancik
15311,507.994995,215.141449,91.619751,0.90479,15690,0.704407,cammeo
12892,482.630005,204.597763,82.352013,0.915417,13376,0.651243,cammeo
11206,427.139008,171.675919,84.989067,0.868861,11588,0.608757,osmancik
11670,434.085999,172.977341,87.953583,0.86108,12102,0.666476,osmancik
10150,405.355988,169.095825,76.932335,0.89051,10358,0.636045,osmancik
14523,491.937012,205.125122,91.142082,0.895866,14849,0.610005,cammeo
13493,480.528992,205.573059,84.683754,0.911211,13843,0.796893,cammeo
11718,427.145996,164.748199,93.129753,0.824895,12155,0.72031,osmancik
15401,499.264008,202.649887,97.768501,0.875923,15760,0.617324,cammeo
11898,453.980011,195.360046,78.369102,0.916011,12134,0.548042,cammeo
14787,492.312988,209.678864,90.467735,0.902133,15066,0.795684,cammeo
10899,421.440002,173.638382,81.156258,0.884053,11267,0.693453,osmancik
12879,469.132996,200.795502,82.043091,0.912718,13132,0.769125,cammeo
12863,448.507996,182.861908,90.772812,0.868093,13133,0.736207,osmancik
12387,449.135986,185.402756,86.050385,0.885769,12662,0.716426,osmancik
11932,436.759003,178.316559,86.78894,0.873562,12152,0.599899,osmancik
10589,411.928986,170.272125,80.86866,0.880019,10850,0.724282,osmancik
16249,512.791992,215.726852,96.965683,0.893289,16493,0.737184,cammeo
9646,390.955994,162.013672,76.316422,0.882107,9815,0.675112,osmancik
11836,456.378998,201.869598,75.458572,0.92751,12084,0.753214,cammeo
10885,434.27301,191.091324,73.548607,0.922964,11024,0.799897,cammeo
12067,423.362,168.36908,92.053177,0.837306,12274,0.649602,osmancik
11496,440.468994,185.722565,79.855721,0.902842,11759,0.750931,osmancik
12587,451.171997,185.700134,87.764854,0.881269,12941,0.698037,osmancik
10886,409.738007,166.079254,84.134338,0.862186,11055,0.680375,osmancik
13047,486.368988,213.194473,79.288872,0.928269,13621,0.615425,cammeo
10993,428.70401,179.578232,78.641006,0.899014,11169,0.56876,osmancik
9668,393.713989,159.522934,78.490768,0.870576,9882,0.604174,osmancik
14482,489.317993,205.386307,90.80043,0.896968,14781,0.568903,cammeo
17263,520.302979,215.00441,103.367218,0.876848,17565,0.661874,cammeo
13439,477.75,199.381607,87.627365,0.898245,13852,0.751244,cammeo
13244,467.644012,193.424973,88.636536,0.888825,13672,0.797927,cammeo
11752,422.532013,171.085297,88.014595,0.857521,11997,0.692924,osmancik
10304,416.561005,174.274231,76.184395,0.899387,10541,0.61224,osmancik
15275,509.855011,217.554688,90.183815,0.910034,15582,0.667614,cammeo
12043,442.070007,181.109543,85.579437,0.881315,12276,0.600169,osmancik
13688,481.313995,204.308838,86.378036,0.906232,14024,0.789389,cammeo
14806,498.631989,214.389938,88.976624,0.909811,15078,0.783386,cammeo
15236,497.277008,209.16156,94.0653,0.893167,15563,0.763709,cammeo
12465,445.066986,177.529526,91.506241,0.856924,12882,0.761175,osmancik
12005,440.265015,180.682114,85.737228,0.880245,12319,0.603024,osmancik
11014,411.217987,167.131714,85.078613,0.860736,11185,0.696604,osmancik
13469,475.087006,203.247818,84.867981,0.90865,13739,0.727779,cammeo
12412,456.579987,191.571625,83.44986,0.900137,12779,0.649503,cammeo
12930,474.078003,205.356339,80.712082,0.919524,13181,0.740635,cammeo
11987,440.783997,180.047745,86.14135,0.878122,12299,0.687959,osmancik
11312,421.54599,168.256012,87.210754,0.855186,11622,0.76921,osmancik
11809,433.053986,170.871216,89.482643,0.851912,12129,0.617432,osmancik
12962,456.713989,185.9991,90.167572,0.874639,13224,0.608373,osmancik
14944,512.137024,227.41626,84.247108,0.928851,15147,0.812351,cammeo
12153,451.210999,187.769196,83.648834,0.895288,12497,0.706488,cammeo
10729,414.699005,171.729874,81.426979,0.88044,10987,0.794211,osmancik
10600,414.865997,174.650543,78.232109,0.894066,10800,0.602821,osmancik
11339,425.506012,177.047134,82.547409,0.884655,11533,0.592053,osmancik
12225,436.484009,172.72522,91.473282,0.848255,12537,0.646107,osmancik
10951,415.139008,173.757935,81.300491,0.883784,11116,0.652272,osmancik
9468,386.497986,162.473892,74.975037,0.887162,9608,0.753762,osmancik
11525,433.781006,184.42334,80.166626,0.900581,11697,0.612706,osmancik
11589,449.360992,196.646698,75.979599,0.922341,11783,0.562928,cammeo
14331,495.143005,212.028961,86.86129,0.912235,14723,0.665784,cammeo
12317,432.300995,174.63092,90.638931,0.854755,12506,0.638021,osmancik
13117,460.574005,192.404068,87.62899,0.890265,13575,0.78451,cammeo
12495,443.678009,184.987671,87.13018,0.88213,12690,0.742601,osmancik
9749,398.682007,162.881226,77.196724,0.880554,9941,0.599127,osmancik
11069,419.638,170.600174,83.608467,0.871675,11333,0.659301,osmancik
13445,490.815002,216.172974,79.600098,0.929737,13640,0.535444,cammeo
11783,453.105011,192.684296,79.173706,0.911681,12102,0.670441,cammeo
12906,461.203003,191.543671,86.727356,0.891622,13272,0.73833,osmancik
11338,420.794006,177.274185,82.139458,0.886177,11481,0.820108,osmancik
10267,424.949005,182.409119,72.537865,0.91753,10455,0.547427,osmancik
11486,420.852997,175.257507,83.864082,0.878077,11615,0.776501,osmancik
13920,480.112,195.670074,92.548439,0.881072,14350,0.577114,cammeo
14301,497.773987,209.876358,87.29937,0.909385,14591,0.60068,cammeo
9584,390.003998,162.296631,75.98748,0.883622,9757,0.809459,osmancik
11440,425.81601,170.720978,87.25544,0.859521,11750,0.665078,osmancik
11669,417.841003,170.127747,87.807274,0.856513,11847,0.769774,osmancik
10926,416.222992,173.419983,80.869347,0.884616,11113,0.632365,osmancik
11568,429.072998,178.332977,83.637527,0.8832,11790,0.751218,osmancik
12532,449.743011,179.285263,90.648621,0.862761,12874,0.60279,osmancik
14557,492.412994,205.106644,91.44973,0.895101,14961,0.735648,cammeo
15336,508.785004,219.262299,89.741966,0.912404,15599,0.580008,cammeo
14266,486.477997,207.726044,88.099922,0.905608,14485,0.603852,cammeo
12820,467.352997,197.337402,83.972069,0.904947,13104,0.556834,cammeo
11911,441.059998,185.205582,82.243652,0.895994,12119,0.580458,osmancik
15107,488.865997,205.21521,94.36982,0.887993,15322,0.787233,cammeo
12396,460.002014,195.323303,81.929611,0.907775,12676,0.733057,cammeo
12532,454.066986,186.862595,87.042526,0.884885,12888,0.630731,osmancik
13954,481.287994,204.777451,87.504623,0.904102,14277,0.581126,cammeo
14516,492.786011,209.760132,89.513199,0.904374,14836,0.733576,cammeo
15161,498.790985,208.252045,93.86026,0.892673,15541,0.64057,cammeo
12906,449.790985,180.675888,92.468224,0.85911,13278,0.63592,osmancik
12907,465.34201,195.654968,84.882179,0.900992,13151,0.573339,cammeo
12101,435.928986,178.397324,86.983765,0.873076,12302,0.740575,osmancik
12734,470.614014,204.402908,80.165298,0.919883,12982,0.71459,cammeo
13443,459.730988,188.01236,92.694824,0.870015,13707,0.74201,osmancik
15757,509.281006,207.296677,98.336136,0.880323,16150,0.589708,cammeo
11742,439.756012,183.100555,83.156609,0.890921,12016,0.572222,osmancik
15739,525.000977,228.244598,88.849274,0.921123,15978,0.573244,cammeo
11415,424.963013,172.695618,85.289238,0.869536,11735,0.691315,osmancik
12655,459.904999,192.994797,84.902695,0.898036,12959,0.645334,cammeo
10360,404.32901,165.859055,81.198029,0.871969,10556,0.676152,osmancik
14806,509.376007,214.142426,89.691704,0.908059,15594,0.708794,cammeo
10965,416.627014,171.809952,82.712288,0.876491,11167,0.660542,osmancik
11742,428.033997,171.231888,88.023399,0.857754,11951,0.630443,osmancik
11063,418.774994,171.653778,83.659554,0.873193,11318,0.803413,osmancik
15385,505.578003,211.730118,94.123253,0.895757,15726,0.587909,cammeo
14852,495.816986,205.713638,92.947754,0.892104,15202,0.601296,cammeo
10608,404.692993,161.589401,85.35479,0.849107,10895,0.708475,osmancik
14713,500.160004,207.158203,91.46106,0.89726,15111,0.571934,cammeo
10725,411.69101,164.600342,84.292969,0.858922,11009,0.666149,osmancik
11382,418.335999,169.882965,86.660088,0.860105,11575,0.620002,osmancik
13264,447.947998,175.384979,98.297585,0.828176,13502,0.660953,osmancik
14988,491.707001,205.060669,94.85704,0.886577,15270,0.582013,cammeo
14456,497.988007,210.531891,88.884293,0.906508,14865,0.678049,cammeo
11706,428.553986,175.849594,85.545837,0.873696,11944,0.622329,osmancik
9961,397.929993,166.00798,77.443588,0.884518,10130,0.627979,osmancik
10821,425.268005,178.356796,78.248924,0.898623,11101,0.779386,osmancik
11337,417.270996,174.463196,83.505157,0.878011,11477,0.818083,osmancik
12277,450.325989,190.741776,82.859993,0.900716,12482,0.7634,osmancik
11227,427.811005,179.555435,80.320183,0.89437,11430,0.592704,osmancik
14470,486.26001,208.333664,89.343964,0.903376,14657,0.57654,cammeo
15164,501.652008,212.158401,92.446846,0.90007,15461,0.701063,cammeo
10088,406.661011,169.068024,77.430725,0.88896,10331,0.675958,osmancik
11935,464.933014,196.535049,79.722992,0.914032,12358,0.566633,cammeo
12886,463.903015,193.876587,85.477737,0.897562,13196,0.595251,cammeo
11760,432.532013,176.143768,86.024048,0.872634,12055,0.63287,osmancik
12799,443.416992,175.329697,94.259453,0.843192,13066,0.631613,osmancik
10780,410.855011,162.427734,86.180756,0.847635,11047,0.667079,osmancik
11787,434.514008,181.290466,83.349335,0.888045,11965,0.744129,osmancik
12289,444.554993,186.352859,84.859299,0.890303,12448,0.767679,osmancik
12978,465.850006,199.129395,83.911919,0.906878,13210,0.735131,cammeo
13050,460.819,187.396301,89.79348,0.877726,13379,0.595999,osmancik
12008,440.518005,185.988663,83.024124,0.894837,12227,0.6994,osmancik
14700,506.463989,215.430298,87.760078,0.913263,15050,0.707547,cammeo
12867,449.079987,181.700562,91.341064,0.86446,13152,0.649062,osmancik
13153,479.562012,207.923935,80.942505,0.921116,13339,0.684767,cammeo
10900,417.596985,172.692062,81.001175,0.883172,11091,0.585392,osmancik
12613,450.205994,184.875732,88.06604,0.879254,12832,0.607299,osmancik
15762,507.640991,205.600555,99.320847,0.875578,16261,0.663635,cammeo
11147,417.462006,169.332718,84.877396,0.865305,11331,0.715469,osmancik
10066,413.28299,177.3069,73.488205,0.910063,10262,0.546412,osmancik
11865,426.727997,170.871704,89.459221,0.851997,12085,0.641802,osmancik
10873,416.669006,168.940353,83.341164,0.86985,11151,0.682292,osmancik
14489,496.38501,210.036392,88.531563,0.906826,14843,0.615349,cammeo
15055,508.276001,218.976517,88.49115,0.914709,15361,0.686221,cammeo
11926,435.753998,173.269592,89.632912,0.855802,12308,0.753189,osmancik
16104,507.428986,206.07074,100.753632,0.872324,16457,0.605414,cammeo
9080,396.540009,165.687012,70.252228,0.90566,9387,0.578086,osmancik
12558,452.692993,189.478165,85.088249,0.893498,12799,0.624031,osmancik
12124,431.752014,173.803268,89.89888,0.855837,12389,0.77012,osmancik
11139,423.324005,173.076706,82.689751,0.878488,11380,0.716427,osmancik
15404,499.230988,206.086929,95.633041,0.885813,15740,0.624757,cammeo
11578,431.506012,181.234512,82.666428,0.889913,11747,0.619012,osmancik
11422,425.128998,176.65686,82.952156,0.882897,11608,0.6509,osmancik
10272,403.04599,171.383667,76.661179,0.89438,10419,0.759202,osmancik
11782,436.533997,183.450226,82.576401,0.892963,11985,0.61403,osmancik
11593,442.670013,189.767441,78.483757,0.910468,11806,0.630671,osmancik
8499,370.446014,156.072281,70.630356,0.89174,8648,0.761559,osmancik
13816,484.276001,199.013489,89.866249,0.892241,14356,0.642455,cammeo
11592,428.427002,177.621506,83.73835,0.881897,11764,0.752727,osmancik
13799,454.740997,184.868271,95.915855,0.854875,13965,0.621801,osmancik
14806,481.911987,198.243912,95.786697,0.875523,15162,0.701042,cammeo
13447,455.64801,183.957581,94.458138,0.858103,13867,0.625908,osmancik
13476,478.28299,199.02327,87.929665,0.897111,13931,0.599173,cammeo
10940,421.174011,179.485764,78.219345,0.900045,11097,0.801465,osmancik
12598,445.184998,178.979248,91.102158,0.860761,12923,0.631415,osmancik
10691,407.087006,163.291748,84.589203,0.855366,10921,0.612104,osmancik
11889,439.989014,186.107849,82.143044,0.897324,12096,0.797705,osmancik
11095,423.240997,170.155045,84.617577,0.86758,11350,0.772363,osmancik
11546,429.681,179.215958,82.657013,0.887289,11698,0.599574,osmancik
10380,399.053009,161.873672,82.765022,0.859406,10606,0.685964,osmancik
9127,381.878998,160.804657,72.844658,0.89151,9260,0.589561,osmancik
13724,468.571991,191.871597,92.48851,0.876153,14048,0.740717,cammeo
14321,494.345001,211.668991,86.825417,0.911998,14583,0.561278,cammeo
12213,459.166992,195.586548,80.640106,0.911049,12571,0.543404,cammeo
10698,416.798004,171.646973,81.139618,0.881217,10909,0.587802,osmancik
12213,442.272003,183.69931,85.819931,0.884164,12474,0.795376,osmancik
9753,402.57901,170.614182,73.313484,0.90297,10028,0.564214,osmancik
15093,509.304993,214.428116,90.883278,0.905737,15497,0.572616,cammeo
10628,418.303986,171.824814,80.327599,0.883995,10828,0.715064,osmancik
14602,500.233002,218.488052,85.677582,0.919906,14827,0.583636,cammeo
10690,404.640015,165.370193,83.370308,0.86362,10855,0.62079,osmancik
10588,404.324005,163.662079,83.969154,0.85835,10756,0.614866,osmancik
12006,467.640991,207.447998,74.468788,0.933347,12237,0.548745,cammeo
11352,422.324005,171.019806,85.814713,0.864994,11581,0.785714,osmancik
13818,475.016998,198.499207,89.095703,0.893609,14008,0.596014,cammeo
13683,490.792999,210.281967,84.045021,0.916656,14187,0.773925,cammeo
13518,451.162994,185.557587,93.295906,0.86441,13741,0.781839,osmancik
10185,397.980011,163.842728,79.584557,0.874105,10335,0.63151,osmancik
11036,435.498993,186.078415,76.30806,0.912047,11305,0.597574,osmancik
13853,471.640991,195.212494,91.291542,0.883913,14213,0.65332,cammeo
13684,464.56601,189.531052,92.905739,0.871617,13928,0.605648,cammeo
11303,422.200012,168.055893,87.126083,0.855117,11569,0.764233,osmancik
9936,398.276001,161.481934,80.274612,0.867686,10216,0.671942,osmancik
10746,423.990997,177.953247,78.12188,0.898486,10942,0.581493,osmancik
10594,401.243988,167.187805,81.09771,0.874476,10738,0.787775,osmancik
14968,514.801025,220.223999,87.735344,0.917216,15438,0.740917,cammeo
15404,509.516998,217.297577,91.397537,0.907242,15696,0.633701,cammeo
14007,490.660004,205.396118,88.069839,0.903409,14433,0.768939,cammeo
14283,482.697998,202.365631,90.613892,0.894147,14595,0.636497,cammeo
9976,406.07901,168.061203,76.860611,0.889293,10295,0.573366,osmancik
14586,489.544006,206.598694,91.260468,0.897149,14897,0.795571,cammeo
14511,510.285004,216.346497,87.130112,0.915317,14957,0.529985,cammeo
12577,443.145996,181.530548,89.819435,0.869013,12826,0.605566,osmancik
15119,508.34201,213.379303,91.253357,0.903941,15612,0.723778,cammeo
13314,457.697998,182.672318,94.062683,0.857235,13562,0.614511,osmancik
11803,463.80899,201.650696,76.424309,0.925399,12138,0.549488,cammeo
11794,422.10199,169.28566,89.530708,0.848701,12026,0.763959,osmancik
12605,445.692993,183.269257,88.236824,0.876468,12787,0.617589,osmancik
15226,500.170013,205.315002,96.177689,0.883496,15594,0.793434,cammeo
14818,487.015991,197.828979,97.386116,0.87044,15261,0.632599,cammeo
14276,492.839996,208.876953,88.121086,0.906651,14706,0.582456,cammeo
11750,428.375,178.553619,84.704185,0.880314,11869,0.608682,osmancik
14312,488.419006,208.170242,88.408653,0.905337,14692,0.793348,cammeo
12695,464.967987,197.819656,82.437141,0.909031,12981,0.601944,osmancik
14690,506.855011,214.159485,88.876007,0.909822,15064,0.584397,cammeo
14166,483.704987,204.627319,88.992363,0.900479,14412,0.766061,cammeo
14291,481.23999,196.501007,93.871292,0.878515,14618,0.589198,cammeo
11215,421.179993,179.533508,79.690178,0.896089,11373,0.5829,osmancik
11870,432.298004,177.364822,86.766586,0.872173,12143,0.770829,osmancik
16835,522.534973,216.271652,100.43251,0.885635,17404,0.735217,cammeo
12746,446.134003,182.341049,89.760506,0.870444,12993,0.809167,osmancik
14531,492.958008,207.624603,90.522667,0.899951,14913,0.571254,cammeo
12019,442.112,183.981934,84.309151,0.888825,12290,0.580068,osmancik
14792,499.203003,206.160614,92.680344,0.893253,15326,0.694688,cammeo
13372,470.403015,196.081467,88.711082,0.891805,13745,0.583624,cammeo
12730,462.369995,192.693619,85.334305,0.896596,13160,0.633712,osmancik
16679,528.552002,222.779587,96.640068,0.901013,17006,0.569171,cammeo
14625,492.951996,206.589218,91.430786,0.896733,14972,0.739533,cammeo
11023,416.891998,163.019165,88.592018,0.839445,11343,0.710703,osmancik
11617,418.45401,167.914749,88.90757,0.848322,11822,0.760673,osmancik
12483,451.813995,189.899429,84.861847,0.894595,12686,0.595705,cammeo
10335,416.850006,178.799194,74.708611,0.908523,10504,0.711532,osmancik
14101,464.966003,186.483841,97.533211,0.852326,14346,0.678977,osmancik
12470,455.897003,192.461151,83.395531,0.901244,12704,0.581298,cammeo
10585,409.31601,167.748276,81.421661,0.874303,10819,0.683565,osmancik
14189,491.972992,209.936432,86.809097,0.910503,14496,0.550986,cammeo
11249,418.937988,168.608627,86.192291,0.859463,11423,0.621904,osmancik
14289,502.813995,216.608383,85.569382,0.918663,14612,0.541004,cammeo
10879,427.135986,179.450775,78.292778,0.899806,11110,0.735465,osmancik
14560,493.928986,209.508835,89.217888,0.904797,14971,0.631698,cammeo
9768,413.558014,179.79776,69.927971,0.921269,9943,0.702532,osmancik
11174,430.304993,175.482773,83.016838,0.881021,11604,0.67366,osmancik
11545,429.097992,176.999298,84.105339,0.879892,11816,0.705857,osmancik
13814,481.415985,203.062347,87.318481,0.902825,14112,0.637471,cammeo
14096,476.95401,198.742188,91.366707,0.888061,14346,0.59932,cammeo
16051,516.174011,214.877182,96.845108,0.892676,16479,0.679638,cammeo
13862,482.213989,199.179626,89.919518,0.892297,14218,0.575904,cammeo
13084,473.766998,195.838242,86.379929,0.897469,13453,0.588045,cammeo
15684,513.890991,221.945328,90.825134,0.912434,15944,0.78201,cammeo
12465,451.515015,190.454941,84.163696,0.89706,12640,0.595955,osmancik
16480,525.153992,220.308121,96.47744,0.899014,16842,0.576264,cammeo
10810,418.204987,173.548004,80.104088,0.887105,11047,0.735224,osmancik
11658,424.533997,170.769943,88.246422,0.856133,11963,0.682993,osmancik
14414,476.321014,194.859756,94.985947,0.873146,14664,0.663873,osmancik
